timestamp,src_ip,session,ttylog,sha256,duplicate,duration_ms,tty_size
2026-08-15T21:55:03.776088Z,170.205.28.204,fb372d99651e,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,142,3
2026-08-15T21:55:04.913977Z,170.205.28.204,f20ae174e80d,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,147,3
2026-08-15T21:55:06.025878Z,170.205.28.204,0a820d44afbb,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,141,3
2026-08-15T21:55:07.116134Z,170.205.28.204,f0301f8eda74,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,144,3
2026-08-15T21:55:08.204157Z,170.205.28.204,fcb404530a40,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,141,3
2026-08-15T21:55:09.307156Z,170.205.28.204,e36776f1a60c,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,142,3
2026-08-15T21:55:10.443206Z,170.205.28.204,2a247d5711f8,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,146,3
2026-08-15T21:55:11.543252Z,170.205.28.204,fdedd31fdc3b,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,142,3
2026-08-15T21:55:12.668910Z,170.205.28.204,185fb19e3e78,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,147,3
2026-08-15T21:55:13.905568Z,170.205.28.204,178d61feb0b6,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,145,3
2026-08-15T21:55:14.995603Z,170.205.28.204,3764767f4eee,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,141,3
2026-08-15T21:55:16.094318Z,170.205.28.204,9987aa57ff7e,var/lib/cowrie/tty/eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,eafdc691c2945a067fa5de7bac393326241395a9cd11bc6737c7191859f13b80,True,144,3
